https://www.bitget.com/api-doc/contract/market/Get-History-Candle-Data
Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
0,0,BTCUSDT,66139.6,66271.3,65817.5,65943.2,481581792.0318,7294.339,0
0,0,BTCUSDT,66175,66448,66064.7,66139.6,919900696.1755,13887.647,0
0,0,BTCUSDT,65682.9,66255.6,65598.3,66175,321855709.8698,4883.284,0
0,0,BTCUSDT,65657.2,65712.4,65532.5,65682.9,122672696.0927,1868.819,0
0,0,BTCUSDT,65814.4,65879,65556.8,65657.2,255378047.3125,3887.03,0
0,0,BTCUSDT,65412,65939.9,65411.9,65814.4,491957797.2199,7477.872,0
0,0,BTCUSDT,65468.3,65593.2,65363.8,65412,362389439.7551,5533.351,0
0,0,BTCUSDT,65256.2,65565.2,65219,65468.3,329664103.0162,5041.875,0
0,0,BTCUSDT,65150.1,65304.7,65060,65256.2,284579782.8387,4366.426,0
0,0,BTCUSDT,65150,65203.3,65046.9,65150.1,63567424.869,975.975,0
0,0,BTCUSDT,65115.9,65191.8,64932.1,65150,305882282.0679,4699.68,0
0,0,BTCUSDT,65053.3,65375,64992.5,65115.9,507215906.8686,7783.623,0
0,0,BTCUSDT,64918,65059.1,64789,65053.3,151348439.9942,2330.973,0
0,0,BTCUSDT,64802.8,64944,64770.4,64918,66664165.0525,1027.882,0
0,0,BTCUSDT,64964.8,65007,64784.9,64802.8,65910485.4096,1015.69,0
0,0,BTCUSDT,64838.8,65049.9,64811,64964.8,93567256.5208,1440.346,0
0,0,BTCUSDT,64834.8,64887.2,64627.9,64838.8,313668296.7377,4846.267,0
0,0,BTCUSDT,64923.6,64951.3,64736.9,64834.8,149437410.9288,2304.652,0
0,0,BTCUSDT,65039.9,65119.6,64915,64923.6,87740659.8486,1349.399,0
0,0,BTCUSDT,64897.7,65225,64852.9,65039.9,230023017.0769,3535.015,0
0,0,BTCUSDT,64884.3,65051.9,64760.7,64897.7,206441592.6476,3179.834,0
0,0,BTCUSDT,64901.4,65075.9,64707.3,64884.3,293088926.012,4518.502,0
0,0,BTCUSDT,65039.2,65115.7,64780.2,64901.4,458598415.1034,7064.115,0
0,0,BTCUSDT,65140,65186.7,65000.5,65039.2,163849914.8892,2518.33,0
0,0,BTCUSDT,65159.7,65250,64989.1,65140,216944510.0521,3331.862,0
0,0,BTCUSDT,65466.6,65490.3,64959.7,65159.7,355934588.5259,5461.313,0
0,0,BTCUSDT,65248.3,65466.7,65090,65466.6,181630790.2547,2784.71,0
0,0,BTCUSDT,65138,65259.3,65014.2,65248.3,196438913.1151,3015.108,0
0,0,BTCUSDT,65272.6,65308.6,65067.9,65138,271796371.3812,4171.949,0
0,0,BTCUSDT,65565.4,65612,65120.8,65272.6,257590118.1867,3940.737,0
0,0,BTCUSDT,65370.5,65568.2,65349.4,65565.4,105173405.8301,1606.302,0
0,0,BTCUSDT,65399.5,65533.3,65289.7,65370.5,142151835.0503,2173.978,0
0,0,BTCUSDT,65358.8,65689.2,65308.4,65399.5,367183367.6059,5607.148,0
0,0,BTCUSDT,65287.7,65565.5,65227.6,65358.8,287793674.306,4401.439,0
0,0,BTCUSDT,64987.6,65445.8,64959.8,65287.7,220451567.7707,3381.877,0
0,0,BTCUSDT,65098.5,65473.3,64767,64987.6,1963569306.2334,30171.364,0
0,0,BTCUSDT,65127.7,65193.7,64830,65098.5,1722022770.1062,26487.661,0
0,0,BTCUSDT,65238.6,65240,65019.5,65127.7,1219372794.1088,18728.923,0
0,0,BTCUSDT,65177.6,65260,65005,65238.6,276112522.9768,4236.226,0
0,0,BTCUSDT,64900,65277.9,64750.6,65177.6,337753410.6104,5192.64,0
0,0,BTCUSDT,64379.5,65027.3,64152.6,64900,507871318.7939,7863.76,0
0,0,BTCUSDT,64638.5,64700,64016.8,64379.5,427196032.4782,6644.847,0
0,0,BTCUSDT,64565.2,64831.6,64266,64638.5,568326144.8422,8788.396,0
0,0,BTCUSDT,64649.3,64872.8,64362,64565.2,478169335.0051,7392.635,0
0,0,BTCUSDT,64654.6,64814.8,64288.3,64649.3,401257065.5262,6220.131,0
0,0,BTCUSDT,64597.7,64887,64208.3,64654.6,1204037231.6246,18646.808,0
0,0,BTCUSDT,64800.1,65367.6,64288,64597.7,1829813530.8247,28211.356,0
0,0,BTCUSDT,65198.3,65229.5,64589.9,64800.1,2206685753.5435,34032.064,0
0,0,BTCUSDT,65320.2,65393.4,64956.4,65198.3,1381273691.2455,21218.831,0
0,0,BTCUSDT,65404,65440.9,65063.8,65320.2,1106796711.4281,16970.29,0
0,0,BTCUSDT,65438.8,65560,65301.9,65404,415280457.3765,6349.496,0
0,0,BTCUSDT,65688.9,65688.9,65404.1,65438.8,274593249.6531,4188.152,0
0,0,BTCUSDT,65629.6,65707.7,65542.6,65688.9,92843077.1495,1414.56,0
0,0,BTCUSDT,65459.9,65763.2,65447.3,65629.6,1038214298.8947,15834.68,0
0,0,BTCUSDT,65553,65681.6,65347.7,65459.9,1612269701.4584,24603.485,0
0,0,BTCUSDT,65530.1,65811.2,65509.6,65553,1538653640.1313,23430.651,0
0,0,BTCUSDT,65452.7,65723.2,65297.3,65530.1,862493839.3173,13150.568,0
0,0,BTCUSDT,65416.8,65533.9,65212.2,65452.7,1397969534.033,21377.263,0
0,0,BTCUSDT,65081.2,65609.6,64528.5,65416.8,1744019336.5203,26805.089,0
0,0,BTCUSDT,65713.4,65922.4,64550,65081.2,1971046997.9768,30208.26,0
0,0,BTCUSDT,66450.4,66541.9,65431.5,65713.4,1364258241.2946,20659.253,0
0,0,BTCUSDT,66613,66677.4,66342.1,66450.4,475718242.7136,7155.406,0
0,0,BTCUSDT,66533,66667.4,66437.7,66613,285356727.8957,4286.231,0
0,0,BTCUSDT,66353.4,66679.5,66258.8,66533,295693272.9245,4444.855,0
0,0,BTCUSDT,66644.4,66724.9,66112.7,66353.4,491500525.5037,7405.195,0
0,0,BTCUSDT,67053.4,67068,66521.1,66644.4,259712140.3294,3891.745,0
0,0,BTCUSDT,66570.1,67272.3,66502.4,67053.4,1131048740.608,16913.542,0
0,0,BTCUSDT,65849.1,66582.2,65843.3,66570.1,900815487.951,13594.184,0
0,0,BTCUSDT,65320.5,66025,65111.3,65849.1,645885961.1535,9834.727,0
0,0,BTCUSDT,65428.1,65698.8,65219.7,65320.5,552405282.9987,8441.24,0
0,0,BTCUSDT,65164.1,65752.3,65079.9,65428.1,1168096100.1612,17851.461,0
0,0,BTCUSDT,65578.3,65767.2,65143.5,65164.1,1223465178.895,18697.439,0
0,0,BTCUSDT,65771.7,65790.7,65479.4,65578.3,423790509.1143,6455.854,0
0,0,BTCUSDT,65841,66014.4,65746.9,65771.7,263284216.4345,3996.004,0
0,0,BTCUSDT,65674,65918,65509,65841,783039697.0514,11917.298,0
0,0,BTCUSDT,66151.4,66215.1,65604,65674,493710937.2353,7496.727,0
0,0,BTCUSDT,66130.5,66272.7,65935.7,66151.4,507928190.1887,7679.756,0
0,0,BTCUSDT,66085.1,66331.7,65888.4,66130.5,657611928.6903,9945.539,0
0,0,BTCUSDT,66311.7,66355.1,66033.1,66085.1,541389989.0737,8179.106,0
0,0,BTCUSDT,66410,66527.7,66255,66311.7,531182064.2499,7996.071,0
0,0,BTCUSDT,66183,66415.9,66124.6,66410,170497778.6351,2572.276,0
0,0,BTCUSDT,66307.4,66398.1,66093.4,66183,171832194.7376,2593.794,0
0,0,BTCUSDT,66438.7,66443.5,66183.2,66307.4,246683656.163,3721.096,0
0,0,BTCUSDT,66548.4,66582.4,66245,66438.7,381065712.0277,5739.904,0
0,0,BTCUSDT,66633.1,66890,66507.2,66548.4,289831019.3845,4344.73,0
0,0,BTCUSDT,66711.1,66798.5,66584.5,66633.1,86561293.014,1298.183,0
0,0,BTCUSDT,66480.1,66943.2,66480.1,66711.1,379003715.2929,5676.698,0
0,0,BTCUSDT,66486.8,66507.7,66418.2,66480.1,43597186.9589,655.862,0
0,0,BTCUSDT,66520.4,66579,66413.5,66486.8,68467626.6963,1029.857,0
0,0,BTCUSDT,66557,66619.2,66477,66520.4,40690952.9299,611.552,0
0,0,BTCUSDT,66545.6,66633,66530,66557,48825852.2596,733.274,0
0,0,BTCUSDT,66555,66637.5,66482.5,66545.6,90392948.9154,1358.138,0
0,0,BTCUSDT,66667.6,66707.1,66515.8,66555,226448367.096,3400.363,0
0,0,BTCUSDT,66484.5,66689.4,66467.2,66667.6,97156997.0581,1459.145,0
0,0,BTCUSDT,66721.5,66761.1,66460,66484.5,277506966.7771,4165.274,0
0,0,BTCUSDT,66560,66730.5,66511.7,66721.5,206895206.7251,3105.522,0
0,0,BTCUSDT,66450,66618.6,66432.9,66560,253492431.7287,3811.595,0
0,0,BTCUSDT,66673.3,66697.3,66400,66450,227456488.2812,3419.077,0
0,0,BTCUSDT,66370.4,66753,66327.8,66673.3,414089617.844,6222.075,0
0,0,BTCUSDT,66245,66388.5,66146.8,66370.4,189883081.1849,2864.563,0
0,0,BTCUSDT,66232.5,66313.2,66202.3,66245,56782723.9987,857.039,0
0,0,BTCUSDT,66285.7,66322.3,66215,66232.5,66665000.1049,1005.959,0
0,0,BTCUSDT,66230.7,66330,66140.3,66285.7,127388938.0463,1922.25,0
0,0,BTCUSDT,66127.5,66230.9,66127.3,66230.7,71548357.9504,1080.91,0
0,0,BTCUSDT,66110,66177,65998.9,66127.5,78380356.576,1185.978,0
0,0,BTCUSDT,66112.7,66135.6,66035,66110,45522748.3683,688.792,0
0,0,BTCUSDT,66146.2,66150.1,66077.4,66112.7,50374378.4577,761.959,0
0,0,BTCUSDT,66137,66190.9,66071.5,66146.2,67106003.3254,1014.808,0
0,0,BTCUSDT,66191.8,66240,66127.6,66137,46556022.163,703.448,0
0,0,BTCUSDT,66176.1,66262.2,66170.3,66191.8,80568960.9549,1216.788,0
0,0,BTCUSDT,66092.2,66176.1,66013.6,66176.1,46959062.4772,710.499,0
0,0,BTCUSDT,66012.6,66126.2,66012.1,66092.2,42183568.4363,638.361,0
0,0,BTCUSDT,66124.5,66148.8,65827.6,66012.6,248149914.9921,3761.731,0
0,0,BTCUSDT,66120.1,66180.9,66037.5,66124.5,76893061.3568,1163.271,0
0,0,BTCUSDT,66221.8,66221.8,66106.4,66120.1,61311945.3212,926.984,0
0,0,BTCUSDT,66159,66277.4,66094.2,66221.8,82378946.0004,1244.729,0
0,0,BTCUSDT,66292.9,66341.9,66143.5,66159,146261583.8245,2208.013,0
0,0,BTCUSDT,66190,66460.2,66181.1,66292.9,329231914.8003,4964.503,0
0,0,BTCUSDT,66271,66277.1,66134.9,66190,113196827.6767,1710.271,0
0,0,BTCUSDT,66310.1,66321.6,66199.8,66271,197365820.2787,2977.933,0
0,0,BTCUSDT,66288,66331.1,66188.6,66310.1,188732206.7164,2848.18,0
0,0,BTCUSDT,66261.2,66317.8,66227.9,66288,160620845.6086,2423.534,0
0,0,BTCUSDT,66201.9,66283.1,66166,66261.2,91712419.3051,1384.922,0
0,0,BTCUSDT,66191.1,66250,66069.8,66201.9,139027137.1976,2101.21,0
0,0,BTCUSDT,66063.1,66200,66060.4,66191.1,154866340.7269,2340.733,0
0,0,BTCUSDT,66149.3,66185.4,66037.4,66063.1,115655473.2187,1749.552,0
0,0,BTCUSDT,66202.1,66392.9,66114.2,66149.3,171855903.8089,2594.302,0
0,0,BTCUSDT,66222.8,66369.8,66189.5,66202.1,101415424.6409,1530.134,0
0,0,BTCUSDT,66248,66343.1,66178,66222.8,196965222.3782,2972.223,0
0,0,BTCUSDT,66183.3,66250,66156.1,66248,54070393.5133,816.614,0
0,0,BTCUSDT,66050.1,66224.4,66019.5,66183.3,82707231.5818,1250.359,0
0,0,BTCUSDT,66154.1,66263.1,66037.4,66050.1,140344313.6421,2121.869,0
0,0,BTCUSDT,66016.8,66259.1,65959,66154.1,112418429.6232,1699.992,0
0,0,BTCUSDT,65994.3,66058.2,65884.4,66016.8,91103946.2983,1381.016,0
0,0,BTCUSDT,66163,66218.2,65862,65994.3,161555814.8622,2448.726,0
0,0,BTCUSDT,65735,66619.9,65697.2,66163,618550592.4598,9346.904,0
0,0,BTCUSDT,65499.2,65950,65452.2,65735,402368424.5094,6116.764,0
0,0,BTCUSDT,65489.6,65659.7,65269,65499.2,336213341.2372,5136.566,0
0,0,BTCUSDT,65388.8,65508.2,65052.7,65489.6,313028814.406,4798.835,0
0,0,BTCUSDT,65274.6,65726.3,65032.8,65388.8,711959275.2131,10889.616,0
0,0,BTCUSDT,66363.1,66496.3,65156,65274.6,1616672244.9109,24625.224,0
0,0,BTCUSDT,66956.4,67039,66309.4,66363.1,693041702.048,10398.472,0
0,0,BTCUSDT,67034.1,67087.5,66538.5,66956.4,733949382.7094,10986.022,0
0,0,BTCUSDT,67051.1,67348.7,66928.1,67034.1,418570852.3037,6232.621,0
0,0,BTCUSDT,67014.5,67263.7,66946,67051.1,381767966.6892,5687.003,0
0,0,BTCUSDT,66850,67083.4,66746.2,67014.5,183031519.5576,2734.124,0
0,0,BTCUSDT,66894.3,66997.3,66803.3,66850,220643848.0358,3299.21,0
0,0,BTCUSDT,67118,67127.4,66870,66894.3,212252223.4405,3167.936,0
0,0,BTCUSDT,66889.2,67220.6,66836.1,67118,398801207.2015,5943.288,0
0,0,BTCUSDT,66935.4,67080.8,66869.9,66889.2,104943512.2997,1566.903,0
0,0,BTCUSDT,67034.5,67104.3,66849.4,66935.4,195120957.5651,2913.604,0
0,0,BTCUSDT,66701.1,67201.4,66692.3,67034.5,408184007.5573,6089.693,0
0,0,BTCUSDT,66727,66817.8,66692.3,66701.1,63364772.7394,949.198,0
0,0,BTCUSDT,66932.3,66965.2,66652.2,66727,192070694.0098,2876.801,0
0,0,BTCUSDT,66780.1,67020.9,66692.2,66932.3,228420289.6764,3417.041,0
0,0,BTCUSDT,66697.3,66809.3,66454,66780.1,291245432.0193,4371.772,0
0,0,BTCUSDT,66755.7,66881.6,66573.2,66697.3,139572417.9627,2092.233,0
0,0,BTCUSDT,66868.7,66892,66654.2,66755.7,104199401.175,1560.42,0
0,0,BTCUSDT,66954.9,66969.6,66822.3,66868.7,104121078.9949,1556.183,0
0,0,BTCUSDT,66700.7,66960,66669,66954.9,119651524.2192,1791.05,0
0,0,BTCUSDT,66592,66795.1,66500.4,66700.7,162611221.9173,2440.17,0
0,0,BTCUSDT,66846,66871.9,66579.4,66592,143607199.8846,2152.35,0
0,0,BTCUSDT,66902.5,66965.1,66669,66846,596521032.3237,8921.115,0
0,0,BTCUSDT,66957.8,67061.8,66621.8,66902.5,360544930.4797,5393.562,0
0,0,BTCUSDT,66447.4,67011,66228.4,66957.8,674722787.2287,10123.781,0
0,0,BTCUSDT,67340.1,67519.7,66308.2,66447.4,1121616130.1766,16788.89,0
0,0,BTCUSDT,67563.2,67718.5,67125.6,67340.1,769455356.9682,11407.761,0
0,0,BTCUSDT,67720.7,68237.5,67477.5,67563.2,751299687.4438,11072.099,0
0,0,BTCUSDT,67717.9,68449.4,67414.5,67720.7,892037574.6823,13141.471,0
0,0,BTCUSDT,67793.3,67930.9,67616.5,67717.9,368582353.2464,5437.026,0
0,0,BTCUSDT,67395.4,67943.1,67205.9,67793.3,488002434.482,7219.585,0
0,0,BTCUSDT,67550.9,67556.3,67150,67395.4,383662262.758,5698.382,0
0,0,BTCUSDT,67701.7,67731.9,67476.9,67550.9,208339854.9159,3081.55,0
0,0,BTCUSDT,67486.4,67709,67377,67701.7,205066937.0688,3033.552,0
0,0,BTCUSDT,67576.8,67589.4,67282,67486.4,209526534.0008,3107.532,0
0,0,BTCUSDT,67307.7,67661.5,67300.3,67576.8,207652873.8128,3075.177,0
0,0,BTCUSDT,67443.2,67683.7,67300,67307.7,350287995.291,5186.568,0
0,0,BTCUSDT,67717,67832.1,66939.3,67443.2,916982307.9285,13612.872,0
0,0,BTCUSDT,67962.9,68167.2,67661,67717,495509432.2384,7294.457,0
0,0,BTCUSDT,68307.2,68342,67889.1,67962.9,214059924.589,3144.206,0
0,0,BTCUSDT,68252.8,68379.3,67979.5,68307.2,235828020.7453,3459.002,0
0,0,BTCUSDT,68327.6,68327.7,68104.2,68252.8,172319906.7477,2526.314,0
0,0,BTCUSDT,68507.1,68518.2,68246.6,68327.6,185705900.9966,2717.257,0
0,0,BTCUSDT,68076.9,68644.5,68070,68507.1,351028872.4001,5131.46,0
0,0,BTCUSDT,67508.6,68273,67400,68076.9,659080117.6172,9707.433,0
0,0,BTCUSDT,68809.1,69198.4,67212,67508.6,1697427437.3426,24884.644,0
0,0,BTCUSDT,69782.1,69790.4,68559,68809.1,1431661616.1129,20728.483,0
0,0,BTCUSDT,69593,69844.3,69466.5,69782.1,213945062.7862,3070.56,0
0,0,BTCUSDT,69712.2,69767.7,69261.1,69593,474941101.0567,6836.037,0
0,0,BTCUSDT,69937,69993,69523.7,69712.2,463731939.7524,6651.013,0
0,0,BTCUSDT,69300.7,69956,69268.7,69937,969870468.3508,13904.768,0
0,0,BTCUSDT,69306.2,69635.3,69060.3,69300.7,917689298.959,13235.192,0
0,0,BTCUSDT,67770.9,69465.3,67722.6,69306.2,1314638243.0573,19054.087,0
0,0,BTCUSDT,67973.3,68000,67697.9,67770.9,281901879.6372,4156.284,0
0,0,BTCUSDT,67715.7,68042.7,67715.7,67973.3,724506291.041,10672.023,0
0,0,BTCUSDT,67381.4,67779.6,67323.4,67715.7,316060587.5112,4678.356,0
0,0,BTCUSDT,67426.6,67521.1,67349.3,67381.4,115854439.3065,1718.018,0
0,0,BTCUSDT,67255.6,67475.8,67219.2,67426.6,121261880.201,1800.432,0
0,0,BTCUSDT,67234.3,67379.7,67234.3,67255.6,156195295.8038,2320.328,0
0,0,BTCUSDT,67464.5,67489,67177,67234.3,185107073.0922,2748.866,0
0,0,BTCUSDT,67395,67582.7,67369.4,67464.5,154650448.8119,2291.246,0
0,0,BTCUSDT,67386.5,67466,67294.3,67395,121293855.4107,1799.976,0
0,0,BTCUSDT,67155.1,67578.4,67100,67386.5,383210376.8767,5686.155,0
0,0,BTCUSDT,67166.6,67226.3,66872.5,67155.1,349677405.6399,5218.24,0
0,0,BTCUSDT,67291.5,67405.5,67149.6,67166.6,154530516.299,2297.997,0
0,0,BTCUSDT,67342.5,67563.6,67271.6,67291.5,370732568.1824,5497.189,0
0,0,BTCUSDT,67365.9,67546.7,67281.1,67342.5,141347565.404,2097.069,0
0,0,BTCUSDT,67274.8,67366,67168.3,67365.9,71427042.6586,1061.845,0
0,0,BTCUSDT,67371.6,67471.8,67146.1,67274.8,194495025.2692,2889.759,0
0,0,BTCUSDT,67093.8,67558.7,67040.9,67371.6,379365719.8205,5638.253,0
0,0,BTCUSDT,66750.4,67207.3,66629.3,67093.8,576349777.2241,8603.144,0
0,0,BTCUSDT,66462.9,66789.8,66150,66750.4,395911751.0725,5957.678,0
0,0,BTCUSDT,66215.4,66714,66137.3,66462.9,572422329.6849,8604.026,0
0,0,BTCUSDT,66829.1,67057.8,65936.2,66215.4,1279737401.5734,19238.658,0
0,0,BTCUSDT,66798.9,67082.9,66760,66829.1,347481343.9098,5192.349,0
0,0,BTCUSDT,67008.9,67270.7,66539.2,66798.9,768044803.8772,11476.334,0
0,0,BTCUSDT,66886,67170.8,66785.2,67008.9,435019659.4958,6495.431,0
0,0,BTCUSDT,66952.6,67109.7,66757.2,66886,294538705.983,4401.709,0
0,0,BTCUSDT,67063.3,67273,66706.7,66952.6,692170960.3521,10324.998,0
0,0,BTCUSDT,67490.6,67646.1,66831.4,67063.3,854781559.6831,12719.063,0
0,0,BTCUSDT,67545.8,67628.7,67242.4,67490.6,527899684.3136,7825.655,0
0,0,BTCUSDT,67678.4,67817.7,67488.2,67545.8,358915248.4554,5304.138,0
0,0,BTCUSDT,67894.6,67969.9,67280,67678.4,518022402.2165,7656.917,0
0,0,BTCUSDT,68010.6,68050,67643.6,67894.6,336831077.1968,4964.512,0
0,0,BTCUSDT,68444.9,68444.9,67584.1,68010.6,686743666.3326,10102.799,0
0,0,BTCUSDT,68238.8,68480,68143.1,68444.9,299434064.4815,4382.859,0
